"Dist Code","Year","State Code","State Name","Dist Name","TOTAL AREA (1000 ha)","FOREST AREA (1000 ha)","BARREN AND UNCULTIVABLE LAND AREA (1000 ha)","LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha)","CULTIVABLE WASTE LAND AREA (1000 ha)","PERMANENT PASTURES AREA (1000 ha)","OTHER FALLOW AREA (1000 ha)","CURRENT FALLOW AREA (1000 ha)","NET CROPPED AREA (1000 ha)","GROSS CROPPED AREA (1000 ha)","CROPING INTENSITY (Percent)"
"68","2009","5","Karnataka","Mandya","498.24","24.77","21.52","60.91","41.96","32.05","37.92","25.54","250.21","289.32","115.6"
"68","2010","5","Karnataka","Mandya","498.24","24.77","21.52","60.91","41.96","32.05","36.03","24.94","252.7","300.21","118.8"
"68","2011","5","Karnataka","Mandya","498.24","24.77","21.52","60.91","41.96","32.05","46.35","34.87","232.4","272.52","117.3"
"68","2012","5","Karnataka","Mandya","498.24","24.77","21.52","60.91","41.96","32.05","53.63","63.06","196.93","242.37","123.1"
"68","2013","5","Karnataka","Mandya","498.24","24.77","21.52","60.91","41.96","32.05","58.16","66.37","189.09","239.48","126.7"
"68","2014","5","Karnataka","Mandya","498.24","24.77","21.52","63.49","41.96","32.05","38.55","52.28","220.01","272.2","123.7"
"68","2015","5","Karnataka","Mandya","498.24","24.77","21.52","63.49","41.96","32.05","46.42","54.86","209.56","259.7","123.9"
"68","2016","5","Karnataka","Mandya","498.24","24.77","21.52","63.49","41.96","32.05","61.23","87.78","161.82","200.14","123.7"
"68","2017","5","Karnataka","Mandya","498.24","24.77","21.52","64.76","41.96","32.05","46.22","66.91","196.43","256.66","130.7"
"69","2000","5","Karnataka","Hassan","663.0","58.0","30.0","78.0","18.0","33.0","24.0","36.0","379.0","434.0","114.5"
"69","2001","5","Karnataka","Hassan","662.6","58.16","30.36","77.99","16.12","33.36","26.37","43.5","370.44","414.02","111.8"
"69","2002","5","Karnataka","Hassan","662.6","58.16","30.36","78.12","14.49","32.27","23.28","34.33","385.27","457.27","118.7"
"69","2003","5","Karnataka","Hassan","662.6","58.78","30.37","78.24","14.32","32.94","24.6","42.75","373.66","441.14","118.1"
"69","2004","5","Karnataka","Hassan","662.6","58.78","30.37","78.36","13.52","32.94","21.81","26.39","393.48","459.73","116.8"
"69","2005","5","Karnataka","Hassan","662.6","58.78","30.37","78.4","14.14","32.94","21.81","22.72","396.49","479.82","121.0"
"69","2006","5","Karnataka","Hassan","662.6","58.78","30.37","78.61","14.14","32.94","28.15","26.86","385.8","453.34","117.5"
"69","2007","5","Karnataka","Hassan","662.6","58.78","30.37","78.68","14.14","32.94","36.3","34.78","369.66","440.72","119.2"
"69","2008","5","Karnataka","Hassan","662.6","58.78","30.37","78.75","14.14","32.94","38.26","44.62","357.78","448.17","125.3"
"69","2009","5","Karnataka","Hassan","662.6","58.78","30.37","78.81","14.14","32.94","36.82","49.19","354.59","453.67","127.9"
"69","2010","5","Karnataka","Hassan","662.6","58.78","30.37","78.88","14.14","32.94","26.69","16.69","397.16","505.43","127.3"
"69","2011","5","Karnataka","Hassan","662.6","58.78","30.37","79.41","14.14","32.94","30.69","50.13","359.19","449.24","125.1"
"69","2012","5","Karnataka","Hassan","662.6","58.78","30.37","79.77","14.14","32.94","30.67","49.76","359.22","434.25","120.9"
"69","2013","5","Karnataka","Hassan","662.6","58.78","30.37","79.8","14.14","32.94","22.8","48.45","368.36","428.13","116.2"
"69","2014","5","Karnataka","Hassan","662.6","58.78","30.37","79.84","14.14","32.94","24.15","47.47","367.95","449.35","122.1"
"69","2015","5","Karnataka","Hassan","662.6","58.78","30.37","79.86","14.14","32.94","44.33","50.9","344.33","417.58","121.3"
"69","2016","5","Karnataka","Hassan","662.6","58.78","30.37","79.95","14.14","32.94","54.69","72.98","311.8","364.07","116.8"
"69","2017","5","Karnataka","Hassan","662.6","58.78","30.37","80.51","14.14","32.94","47.79","45.76","345.36","421.06","121.9"
"70","2000","5","Karnataka","Shimoge","848.0","277.0","13.0","88.0","17.0","166.0","32.0","10.0","217.0","252.0","116.1"
"70","2001","5","Karnataka","Shimoge","847.78","276.86","13.37","88.21","17.14","165.83","32.73","13.45","213.1","241.23","113.2"
"70","2002","5","Karnataka","Shimoge","847.78","276.86","13.37","88.23","17.11","165.54","31.95","9.82","217.81","237.51","109.0"
"70","2003","5","Karnataka","Shimoge","847.78","276.86","13.31","88.45","16.77","163.66","34.12","11.77","215.95","240.32","111.3"
"70","2004","5","Karnataka","Shimoge","847.78","276.86","13.31","88.45","16.47","163.46","33.76","10.54","218.04","247.75","113.6"
"70","2005","5","Karnataka","Shimoge","847.78","276.86","13.31","88.45","16.47","163.46","30.52","7.99","223.87","258.19","115.3"
"70","2006","5","Karnataka","Shimoge","847.78","276.86","13.31","88.45","16.31","163.46","30.2","8.64","223.7","259.91","116.2"
"70","2007","5","Karnataka","Shimoge","847.78","276.86","13.31","88.45","16.31","163.46","30.34","11.3","220.89","256.16","116.0"
"70","2008","5","Karnataka","Shimoge","847.78","276.86","13.31","88.45","16.31","163.46","31.71","12.73","218.08","255.85","117.3"
"70","2009","5","Karnataka","Shimoge","847.78","276.86","13.31","88.71","16.31","163.46","29.16","11.47","221.64","262.92","118.6"
"70","2010","5","Karnataka","Shimoge","847.78","276.86","13.31","88.71","16.31","163.46","25.26","10.16","226.85","267.22","117.8"
"70","2011","5","Karnataka","Shimoge","847.78","276.86","13.31","88.71","16.31","163.46","25.49","8.81","227.97","267.81","117.5"
"70","2012","5","Karnataka","Shimoge","847.78","276.86","13.31","88.71","16.31","163.46","23.67","8.38","230.21","268.6","116.7"
"70","2013","5","Karnataka","Shimoge","847.78","276.86","13.31","88.71","16.31","163.46","23.13","9.17","229.96","265.68","115.5"
"70","2014","5","Karnataka","Shimoge","847.78","276.86","13.31","88.71","16.31","163.46","24.84","9.02","228.41","263.92","115.5"
"70","2015","5","Karnataka","Shimoge","847.78","276.86","13.31","88.71","16.31","163.46","29.37","9.63","223.27","250.98","112.4"
"70","2016","5","Karnataka","Shimoge","847.78","276.86","13.31","88.71","16.31","163.46","24.62","9.94","227.71","246.18","108.1"
"70","2017","5","Karnataka","Shimoge","847.78","276.86","13.31","88.71","16.31","163.46","25.56","10.5","226.21","251.28","111.1"
"71","2000","5","Karnataka","Chickmagalur","722.0","200.0","28.0","43.0","21.0","98.0","6.0","21.0","283.0","304.0","107.4"
"71","2001","5","Karnataka","Chickmagalur","722.08","200.49","28.32","42.64","21.51","97.76","6.04","21.39","282.46","304.26","107.7"
"71","2002","5","Karnataka","Chickmagalur","722.08","200.49","28.32","42.64","20.91","97.76","8.09","23.82","278.59","297.58","106.8"
"71","2003","5","Karnataka","Chickmagalur","722.08","200.49","28.32","42.64","20.87","97.76","8.72","23.02","278.8","294.88","105.8"
"71","2004","5","Karnataka","Chickmagalur","722.08","200.49","28.32","42.64","20.87","96.77","6.32","19.17","286.04","325.87","113.9"
"71","2005","5","Karnataka","Chickmagalur","722.08","200.49","28.32","42.64","19.4","93.05","5.23","12.83","298.9","343.12","114.8"
"71","2006","5","Karnataka","Chickmagalur","722.08","200.49","28.32","42.64","19.4","92.1","5.23","16.19","296.46","330.51","111.5"
"71","2007","5","Karnataka","Chickmagalur","722.08","200.49","28.32","42.64","19.4","90.19","4.8","18.24","296.75","325.27","109.6"
"71","2008","5","Karnataka","Chickmagalur","722.08","200.49","28.32","42.64","19.4","90.19","4.8","19.07","295.92","329.27","111.3"
"71","2009","5","Karnataka","Chickmagalur","722.08","200.49","28.32","43.02","19.4","88.59","4.79","19.19","297.01","329.87","111.1"
"71","2010","5","Karnataka","Chickmagalur","722.08","200.49","28.32","43.13","19.4","88.59","4.79","17.05","299.05","329.74","110.3"
"71","2011","5","Karnataka","Chickmagalur","722.08","200.49","28.32","43.19","19.41","88.59","4.79","23.04","292.99","323.64","110.5"
"71","2012","5","Karnataka","Chickmagalur","722.08","202.03","28.32","43.29","19.32","88.59","5.13","19.96","295.73","332.9","112.6"
"71","2013","5","Karnataka","Chickmagalur","722.08","202.03","28.32","43.33","19.32","88.59","6.5","12.97","301.23","348.56","115.7"
"71","2014","5","Karnataka","Chickmagalur","722.08","202.03","28.32","43.42","19.32","88.59","6.37","15.71","298.55","357.61","119.8"
"71","2015","5","Karnataka","Chickmagalur","722.08","202.03","28.32","43.58","19.32","88.59","6.37","19.37","294.72","360.97","122.5"
"71","2016","5","Karnataka","Chickmagalur","722.08","202.03","28.32","43.62","19.32","88.59","6.4","23.64","290.39","329.22","113.4"
"71","2017","5","Karnataka","Chickmagalur","722.08","202.03","28.32","43.62","19.32","88.59","14.23","23.64","282.56","337.4","119.4"
"72","2000","5","Karnataka","Chitradurga","770.0","74.0","25.0","51.0","22.0","89.0","26.0","62.0","411.0","491.0","119.5"
"72","2001","5","Karnataka","Chitradurga","770.7","73.72","25.4","51.24","21.62","88.74","26.15","49.95","422.57","489.85","115.9"
"72","2002","5","Karnataka","Chitradurga","770.7","73.72","25.4","51.24","21.62","88.74","30.18","34.66","433.83","479.87","110.6"
"72","2003","5","Karnataka","Chitradurga","770.7","73.72","25.4","51.24","21.62","88.74","37.67","60.17","400.83","469.84","117.2"
"72","2004","5","Karnataka","Chitradurga","770.7","73.72","25.4","51.24","21.62","88.74","38.89","42.45","417.33","494.72","118.5"
"72","2005","5","Karnataka","Chitradurga","770.7","73.72","25.4","51.24","21.62","88.74","41.29","40.89","416.49","512.63","123.1"
"72","2006","5","Karnataka","Chitradurga","770.7","73.72","25.4","51.24","21.62","88.74","39.32","93.42","365.89","459.91","125.7"
"72","2007","5","Karnataka","Chitradurga","770.7","73.72","25.4","51.24","21.62","88.74","24.46","38.77","435.44","484.55","111.3"
"72","2008","5","Karnataka","Chitradurga","770.7","73.72","25.4","51.24","21.62","88.74","24.83","43.85","429.98","481.43","112.0"
"72","2009","5","Karnataka","Chitradurga","770.7","73.72","25.4","51.24","21.62","88.74","31.9","51.69","415.08","460.01","110.8"
"72","2010","5","Karnataka","Chitradurga","770.7","73.72","25.4","51.24","21.61","88.74","24.09","41.18","433.39","523.91","120.9"
"72","2011","5","Karnataka","Chitradurga","770.7","73.72","25.4","51.24","21.61","88.74","21.8","89.77","387.1","453.48","117.1"
"72","2012","5","Karnataka","Chitradurga","770.7","73.72","25.4","51.24","21.61","88.74","22.14","86.63","389.9","453.42","116.3"
"72","2013","5","Karnataka","Chitradurga","770.7","73.72","25.4","51.24","21.61","88.74","22.34","87.52","388.81","461.27","118.6"
"72","2014","5","Karnataka","Chitradurga","770.7","73.72","25.4","51.24","21.61","88.74","22.23","81.28","395.17","500.39","126.6"
"72","2015","5","Karnataka","Chitradurga","770.7","73.72","25.4","55.45","21.61","88.74","22.34","83.34","388.79","469.92","120.9"
"72","2016","5","Karnataka","Chitradurga","770.7","73.72","25.4","55.45","21.61","88.74","23.11","77.82","393.54","467.02","118.7"
"72","2017","5","Karnataka","Chitradurga","770.7","73.72","25.4","55.45","21.61","88.74","49.23","67.88","377.36","442.89","117.4"
"73","2000","5","Karnataka","Bellary","813.0","97.0","53.0","69.0","24.0","5.0","7.0","66.0","487.0","558.0","114.6"
"73","2001","5","Karnataka","Bellary","813.2","97.02","53.48","68.6","24.84","5.47","7.03","95.29","457.91","525.41","114.7"
"73","2002","5","Karnataka","Bellary","813.2","97.02","53.48","68.6","24.84","5.47","7.58","138.35","414.29","474.54","114.5"
"73","2003","5","Karnataka","Bellary","813.2","97.02","53.48","68.6","24.84","5.47","7.58","146.0","406.64","479.72","118.0"
"73","2004","5","Karnataka","Bellary","813.2","97.02","53.48","68.6","24.84","5.47","7.58","93.39","459.25","531.82","115.8"
"73","2005","5","Karnataka","Bellary","813.2","97.02","53.48","68.6","24.84","5.47","7.58","73.45","479.19","595.69","124.3"
"73","2006","5","Karnataka","Bellary","813.2","97.02","53.48","68.62","24.84","5.47","27.81","81.8","450.56","573.27","127.2"
"73","2007","5","Karnataka","Bellary","813.2","97.02","53.48","68.62","24.84","5.47","27.81","68.3","464.06","602.44","129.8"
"73","2008","5","Karnataka","Bellary","813.2","97.02","53.48","68.62","24.84","5.47","27.81","97.44","434.92","575.79","132.4"
"73","2009","5","Karnataka","Bellary","813.2","97.02","53.48","68.66","24.84","5.47","28.83","95.23","436.07","569.65","130.6"
"73","2010","5","Karnataka","Bellary","813.2","97.02","53.48","110.29","24.84","5.47","13.37","62.94","442.18","581.87","131.6"
"73","2011","5","Karnataka","Bellary","813.2","97.02","53.48","110.29","24.84","5.47","13.37","91.05","414.07","532.02","128.5"
"73","2012","5","Karnataka","Bellary","813.2","97.02","53.48","110.29","24.84","5.47","13.79","64.84","439.87","563.9","128.2"
"73","2013","5","Karnataka","Bellary","813.2","97.02","53.48","110.29","24.84","5.47","19.99","90.48","408.03","521.2","127.7"
"73","2014","5","Karnataka","Bellary","813.2","97.02","53.48","110.29","24.84","5.47","19.99","75.39","423.11","548.82","129.7"
"73","2015","5","Karnataka","Bellary","813.2","97.02","53.48","110.29","24.84","5.47","19.99","57.84","440.67","552.22","125.3"
"73","2016","5","Karnataka","Bellary","813.2","97.02","53.48","110.29","19.86","5.47","59.99","75.35","388.14","432.32","111.4"
"73","2017","5","Karnataka","Bellary","813.2","97.02","53.48","110.29","19.86","5.47","29.73","76.65","417.1","508.29","121.9"
"74","2000","5","Karnataka","Dharwad","427.0","35.0","4.0","22.0","3.0","4.0","10.0","19.0","331.0","502.0","151.7"
"74","2001","5","Karnataka","Dharwad","427.33","35.24","3.99","21.52","2.67","3.57","8.76","20.03","331.4","480.27","144.9"
"74","2002","5","Karnataka","Dharwad","427.33","35.24","3.99","21.52","2.67","3.57","8.52","18.68","332.99","492.64","147.9"
"74","2003","5","Karnataka","Dharwad","427.33","35.24","3.99","21.52","2.67","3.57","8.19","30.05","321.95","472.53","146.8"
"74","2004","5","Karnataka","Dharwad","427.33","35.24","3.99","21.52","2.67","3.57","5.78","21.09","333.31","523.47","157.1"
"74","2005","5","Karnataka","Dharwad","427.33","35.24","3.99","21.75","2.67","3.57","6.59","27.82","325.55","508.33","156.1"
"74","2006","5","Karnataka","Dharwad","427.33","35.24","3.99","21.75","2.67","3.57","6.28","45.45","308.16","504.83","163.8"
"74","2007","5","Karnataka","Dharwad","427.33","35.24","3.99","21.75","2.67","3.57","6.82","34.63","318.49","528.52","165.9"
"74","2008","5","Karnataka","Dharwad","427.33","35.24","3.99","21.82","2.67","3.57","9.41","53.96","296.48","498.89","168.3"
"74","2009","5","Karnataka","Dharwad","427.33","35.24","3.99","22.06","2.67","3.57","6.91","19.75","332.96","553.33","166.2"
"74","2010","5","Karnataka","Dharwad","427.33","35.24","3.99","22.57","2.67","3.57","6.9","41.38","310.82","512.03","164.7"
"74","2011","5","Karnataka","Dharwad","427.33","35.24","3.99","22.98","2.67","3.57","6.62","63.43","288.64","477.03","165.3"
"74","2012","5","Karnataka","Dharwad","427.33","35.24","3.99","23.31","2.67","3.57","6.62","93.09","258.65","379.6","146.8"
"74","2013","5","Karnataka","Dharwad","427.33","35.24","3.99","23.42","2.67","3.57","6.62","62.03","289.61","465.41","160.7"
"74","2014","5","Karnataka","Dharwad","427.33","35.24","3.99","23.62","2.67","3.57","3.98","21.35","332.72","463.45","139.3"
"74","2015","5","Karnataka","Dharwad","427.33","35.24","3.99","24.06","2.67","3.57","6.98","8.07","342.58","519.34","151.6"
"74","2016","5","Karnataka","Dharwad","427.33","35.24","3.99","24.61","2.67","3.57","6.98","17.52","332.57","488.27","146.8"
"74","2017","5","Karnataka","Dharwad","427.33","35.24","3.99","24.74","2.67","3.57","6.98","43.22","306.75","443.72","144.7"
"75","2000","5","Karnataka","Belgaum","1344.0","190.0","44.0","69.0","13.0","24.0","7.0","117.0","878.0","1049.0","119.5"
"75","2001","5","Karnataka","Belgaum","1344.38","190.42","44.34","69.07","12.76","24.81","7.3","266.01","728.47","870.1","119.4"
"75","2002","5","Karnataka","Belgaum","1344.38","190.42","44.34","69.07","12.76","24.81","7.3","247.57","746.91","916.22","122.7"
"75","2003","5","Karnataka","Belgaum","1344.38","190.42","44.34","69.13","12.76","24.81","7.67","270.58","723.46","893.3","123.5"
"75","2004","5","Karnataka","Belgaum","1344.38","190.42","44.34","69.2","12.76","24.81","6.99","155.42","839.24","1103.38","131.5"
"75","2005","5","Karnataka","Belgaum","1344.38","190.42","44.34","69.24","12.76","24.81","7.0","195.51","799.1","1061.02","132.8"
"75","2006","5","Karnataka","Belgaum","1344.38","190.42","44.34","69.33","12.76","24.81","7.0","152.52","841.92","1073.23","127.5"
"75","2007","5","Karnataka","Belgaum","1344.38","190.42","44.34","69.37","12.76","24.81","7.0","159.58","833.02","1051.95","126.3"
"75","2008","5","Karnataka","Belgaum","1344.38","190.42","44.34","69.51","11.47","24.81","7.0","195.46","798.29","1009.3","126.4"
"75","2009","5","Karnataka","Belgaum","1344.38","190.42","44.34","69.62","11.47","24.81","6.99","146.38","847.26","1109.2","130.9"
"75","2010","5","Karnataka","Belgaum","1344.38","190.42","44.34","69.66","11.47","24.81","6.97","155.78","837.88","1099.65","131.2"
"75","2011","5","Karnataka","Belgaum","1344.38","190.42","44.34","69.8","11.47","24.81","6.97","226.95","766.58","1011.26","131.9"
"75","2012","5","Karnataka","Belgaum","1344.38","190.42","44.34","69.82","11.47","24.88","5.87","344.44","650.06","896.07","137.8"
"75","2013","5","Karnataka","Belgaum","1344.38","190.42","44.34","69.83","11.47","24.88","5.87","338.52","655.96","967.72","147.5"
"75","2014","5","Karnataka","Belgaum","1344.38","190.42","44.34","69.83","11.47","24.88","5.87","269.38","725.1","1024.93","141.4"
"75","2015","5","Karnataka","Belgaum","1344.38","190.42","44.34","69.83","11.47","24.88","52.89","157.55","789.92","1021.3","129.3"
"75","2016","5","Karnataka","Belgaum","1344.38","190.42","44.34","70.79","11.47","24.88","48.51","126.88","824.01","1039.39","126.1"
"75","2017","5","Karnataka","Belgaum","1344.38","190.42","44.34","70.79","11.47","24.88","52.89","182.24","764.26","1007.83","131.9"
"76","2000","5","Karnataka","Bijapur","1054.0","2.0","29.0","31.0","6.0","10.0","6.0","220.0","749.0","863.0","115.2"
"76","2001","5","Karnataka","Bijapur","1053.47","1.98","29.06","31.28","5.5","9.58","5.69","292.16","676.93","757.94","112.0"
"76","2002","5","Karnataka","Bijapur","1053.47","1.98","29.06","35.85","5.5","9.58","5.69","173.07","791.46","913.45","115.4"
"76","2003","5","Karnataka","Bijapur","1053.47","1.98","29.06","35.85","5.5","9.58","5.69","247.27","717.25","787.59","109.8"
"76","2004","5","Karnataka","Bijapur","1053.47","1.98","29.06","35.85","5.5","9.58","5.69","121.93","842.59","1023.56","121.5"
"76","2005","5","Karnataka","Bijapur","1053.47","1.98","29.06","35.85","5.5","9.58","5.69","125.06","839.46","1028.83","122.6"
"76","2006","5","Karnataka","Bijapur","1053.47","1.98","29.06","35.85","5.5","9.58","5.69","91.97","872.54","1065.28","122.1"
"76","2007","5","Karnataka","Bijapur","1053.47","1.98","29.06","35.85","5.5","9.58","5.69","85.3","879.21","1060.84","120.7"
"76","2008","5","Karnataka","Bijapur","1053.47","1.98","29.06","35.85","5.5","9.58","5.69","218.52","745.99","849.5","113.9"
"76","2009","5","Karnataka","Bijapur","1053.47","1.98","29.06","36.03","5.5","9.58","5.69","93.13","871.2","1041.35","119.5"
"76","2010","5","Karnataka","Bijapur","1053.47","1.98","29.06","36.03","5.5","9.58","5.69","87.0","877.33","1037.96","118.3"
"76","2011","5","Karnataka","Bijapur","1053.47","1.98","29.06","36.07","5.5","9.58","5.69","215.49","748.8","844.2","112.7"
"76","2012","5","Karnataka","Bijapur","1053.47","1.98","29.06","36.13","5.5","9.58","6.38","127.1","836.43","933.38","111.6"
"76","2013","5","Karnataka","Bijapur","1053.47","1.98","29.06","36.19","5.5","9.58","5.69","118.28","845.89","949.19","112.2"
"76","2014","5","Karnataka","Bijapur","1053.47","1.98","29.06","36.23","5.5","9.58","5.69","134.04","830.08","914.88","110.2"
"76","2015","5","Karnataka","Bijapur","1053.47","1.98","29.06","36.27","5.5","9.58","5.69","61.27","902.83","968.73","107.3"
"76","2016","5","Karnataka","Bijapur","1053.47","1.98","29.06","36.29","5.5","9.58","5.69","73.66","890.41","958.71","107.7"
"76","2017","5","Karnataka","Bijapur","1053.47","1.98","29.06","36.31","5.5","9.58","6.27","73.07","890.39","968.12","108.7"
"77","2000","5","Karnataka","Bidar","542.0","26.0","21.0","22.0","19.0","14.0","23.0","32.0","373.0","452.0","121.2"
"77","2001","5","Karnataka","Bidar","541.77","27.71","19.13","22.01","19.26","13.96","26.98","29.79","372.2","450.79","121.1"
"77","2002","5","Karnataka","Bidar","541.77","27.71","19.13","22.01","19.26","13.96","25.22","29.26","374.5","452.61","120.9"
"77","2003","5","Karnataka","Bidar","541.77","27.71","19.13","22.01","19.38","13.96","29.9","28.95","370.01","454.45","122.8"
"77","2004","5","Karnataka","Bidar","541.77","27.71","19.13","22.01","19.38","13.96","33.38","30.25","365.23","445.56","122.0"
"77","2005","5","Karnataka","Bidar","541.77","27.71","19.13","22.01","19.38","13.96","37.84","36.72","354.31","439.45","124.0"
"77","2006","5","Karnataka","Bidar","541.77","27.71","19.13","22.01","19.38","13.96","36.75","36.23","355.8","436.35","122.6"
"77","2007","5","Karnataka","Bidar","541.77","27.71","19.13","22.01","19.38","13.96","41.52","56.97","330.23","411.18","124.5"
"77","2008","5","Karnataka","Bidar","541.77","27.71","19.13","22.01","19.38","13.96","41.52","47.03","340.09","400.18","117.7"
"77","2009","5","Karnataka","Bidar","541.77","27.71","19.13","22.01","19.38","13.96","41.14","46.74","340.79","401.13","117.7"
"77","2010","5","Karnataka","Bidar","541.77","27.71","19.13","22.01","19.38","13.96","33.75","34.19","360.72","423.97","117.5"
"77","2011","5","Karnataka","Bidar","541.77","27.71","19.13","22.01","19.38","13.96","40.28","37.6","350.79","415.7","118.5"
"77","2012","5","Karnataka","Bidar","541.77","27.71","19.13","22.01","19.38","13.96","44.93","36.12","347.62","434.36","125.0"
"77","2013","5","Karnataka","Bidar","541.77","27.71","19.13","22.77","19.38","13.96","41.94","36.3","349.66","450.34","128.8"
"77","2014","5","Karnataka","Bidar","541.77","27.71","19.13","22.77","19.38","13.96","49.04","66.33","312.45","367.7","117.7"
"77","2015","5","Karnataka","Bidar","541.77","27.71","19.13","22.77","19.38","13.96","42.74","63.61","321.54","397.71","123.7"
"77","2016","5","Karnataka","Bidar","541.77","27.71","19.13","22.77","19.38","13.96","16.41","27.87","383.6","483.73","126.1"
"77","2017","5","Karnataka","Bidar","541.77","27.71","19.13","23.45","19.38","13.96","25.46","36.57","365.18","451.74","123.7"
"78","2000","5","Karnataka","Raichur","836.0","18.0","20.0","21.0","11.0","20.0","46.0","109.0","578.0","675.0","116.8"
"78","2001","5","Karnataka","Raichur","835.84","18.17","20.08","20.56","10.71","19.82","46.43","164.3","522.09","606.36","116.1"
"78","2002","5","Karnataka","Raichur","835.84","18.17","20.08","20.56","10.71","19.82","43.18","132.94","556.7","608.43","109.3"
"78","2003","5","Karnataka","Raichur","835.84","18.17","20.08","20.56","10.71","19.82","37.79","114.34","580.69","629.03","108.3"
"78","2004","5","Karnataka","Raichur","835.84","18.17","20.08","20.56","10.71","19.82","37.79","113.62","581.41","668.1","114.9"
"78","2005","5","Karnataka","Raichur","835.84","18.17","20.08","20.56","10.71","19.82","41.1","87.97","603.75","737.51","122.2"
"78","2006","5","Karnataka","Raichur","835.84","18.17","20.08","20.56","10.71","19.82","42.72","129.93","560.16","695.13","124.1"
"78","2007","5","Karnataka","Raichur","835.84","18.17","20.08","20.56","10.71","19.82","40.83","116.44","575.55","722.52","125.5"
"78","2008","5","Karnataka","Raichur","835.84","18.17","20.08","20.56","10.71","19.82","68.7","153.04","511.07","651.48","127.5"
"78","2009","5","Karnataka","Raichur","835.84","18.17","20.08","20.56","10.71","19.82","49.79","169.35","513.68","679.9","132.4"
"78","2010","5","Karnataka","Raichur","835.84","18.17","20.08","20.56","10.71","19.82","50.05","172.66","510.11","662.65","129.9"
"78","2011","5","Karnataka","Raichur","835.84","18.17","20.08","20.56","10.71","19.82","47.05","227.7","458.06","541.14","118.1"
"78","2012","5","Karnataka","Raichur","835.84","18.17","20.08","20.56","10.71","19.82","37.61","165.29","529.92","634.13","119.7"
"78","2013","5","Karnataka","Raichur","835.84","18.17","20.08","20.56","10.7","19.82","41.39","164.83","526.61","678.93","128.9"
"78","2014","5","Karnataka","Raichur","835.84","18.17","20.08","20.56","10.71","19.82","69.65","188.18","474.99","565.75","119.1"
"78","2015","5","Karnataka","Raichur","835.84","18.17","20.08","20.56","10.71","19.82","69.65","190.34","472.82","562.11","118.9"
"78","2016","5","Karnataka","Raichur","835.84","18.17","20.08","22.48","10.71","19.82","87.96","185.84","457.1","579.31","126.7"
"78","2017","5","Karnataka","Raichur","835.84","18.17","20.08","22.49","10.71","19.82","118.15","183.3","429.44","505.16","117.6"
"79","2000","5","Karnataka","Gulbarga","1610.0","69.0","63.0","67.0","11.0","37.0","20.0","188.0","1151.0","1369.0","118.9"
"79","2001","5","Karnataka","Gulbarga","1610.21","69.09","63.12","67.69","11.8","37.41","20.21","170.44","1168.66","1340.47","114.7"
"79","2002","5","Karnataka","Gulbarga","1610.21","69.09","63.12","67.69","11.8","37.41","20.21","164.97","1174.13","1358.57","115.7"
"79","2003","5","Karnataka","Gulbarga","1610.21","69.09","63.12","67.83","11.8","37.41","20.21","171.51","1167.45","1408.17","120.6"
"79","2004","5","Karnataka","Gulbarga","1610.21","69.09","63.08","67.93","11.8","37.41","20.58","139.28","1199.25","1408.35","117.4"
"79","2005","5","Karnataka","Gulbarga","1610.21","69.09","63.17","67.94","11.8","37.61","21.52","156.14","1181.14","1420.07","120.2"
"79","2006","5","Karnataka","Gulbarga","1610.21","69.09","63.16","67.95","11.8","37.61","21.32","180.72","1156.71","1425.57","123.2"
"79","2007","5","Karnataka","Gulbarga","1610.21","69.09","63.16","67.95","11.8","37.61","23.0","177.99","1157.77","1444.92","124.8"
"79","2008","5","Karnataka","Gulbarga","1610.21","69.09","63.16","67.95","11.8","37.61","19.09","144.99","1194.67","1427.1","119.5"
"79","2009","5","Karnataka","Gulbarga","1610.21","69.09","63.16","67.95","11.8","37.61","9.39","128.7","1220.66","1434.52","117.5"
"79","2010","5","Karnataka","Gulbarga","1094.12","35.32","35.11","38.42","9.42","25.86","2.62","22.24","924.0","1061.76","114.9"
"79","2011","5","Karnataka","Gulbarga","1094.12","35.32","35.11","38.42","9.42","25.86","14.39","38.65","895.83","972.51","108.6"
"79","2012","5","Karnataka","Gulbarga","1094.12","35.32","35.11","38.42","9.42","25.86","21.84","59.34","867.69","941.64","108.5"
"79","2013","5","Karnataka","Gulbarga","1094.12","35.32","35.11","38.42","9.42","25.86","24.96","62.65","861.26","1021.19","118.6"
"79","2014","5","Karnataka","Gulbarga","1094.12","35.32","35.11","39.81","9.42","25.86","22.6","32.65","892.23","1049.29","117.6"
"79","2015","5","Karnataka","Gulbarga","1094.12","35.32","35.11","40.77","9.42","25.86","76.19","102.98","767.35","905.24","118.0"
"79","2016","5","Karnataka","Gulbarga","1094.12","35.32","35.11","40.77","9.42","25.86","47.54","57.31","841.67","1031.22","122.5"
"79","2017","5","Karnataka","Gulbarga","1094.12","35.32","35.11","41.37","9.42","25.86","32.18","40.57","873.17","1072.95","122.9"
"80","2000","5","Karnataka","Dakshina Kannada","477.0","129.0","59.0","57.0","34.0","20.0","5.0","7.0","134.0","162.0","120.9"
"80","2001","5","Karnataka","Dakshina Kannada","477.15","128.48","59.08","59.81","32.79","19.35","5.09","6.45","133.7","162.24","121.3"
