"Dist Code","Year","State Code","State Name","Dist Name","JANUARY WATER DEFICIT (Millimeters)","FEBRUARY WATER DEFICIT (Millimeters)","MARCH WATER DEFICIT (Millimeters)","APRIL WATER DEFICIT (Millimeters)","MAY WATER DEFICIT (Millimeters)","JUNE WATER DEFICIT (Millimeters)","JULY WATER DEFICIT (Millimeters)","AUGUST WATER DEFICIT (Millimeters)","OCTOBER WATER DEFICIT (Millimeters)","NOVEMBER WATER DEFICIT (Millimeters)","DECEMBER WATER DEFICIT (Millimeters)"
"2004","2005","5","Karnataka","Ramanagaram","108.27","126.83","167.72","93.89","47.96","73.1","21.79","12.91","10.36","0.0","20.73"
"2004","2006","5","Karnataka","Ramanagaram","96.78","119.86","135.39","133.81","37.68","48.01","77.19","75.22","31.45","8.48","64.78"
"2004","2007","5","Karnataka","Ramanagaram","123.7","133.69","176.23","66.57","31.15","99.14","11.85","4.77","0.0","0.0","31.34"
"2004","2008","5","Karnataka","Ramanagaram","101.11","116.62","137.69","130.94","95.14","66.5","1.48","0.06","13.68","0.0","20.34"
"2004","2009","5","Karnataka","Ramanagaram","94.19","123.99","158.46","127.55","41.98","12.88","88.46","33.74","0.0","45.43","23.84"
"2004","2010","5","Karnataka","Ramanagaram","119.96","129.55","172.05","83.17","57.61","70.36","39.8","40.3","2.98","0.0","0.9"
"2004","2011","5","Karnataka","Ramanagaram","107.26","105.5","168.37","92.44","49.89","95.96","50.82","0.8","18.53","0.0","32.36"
"2004","2012","5","Karnataka","Ramanagaram","108.21","127.3","174.72","141.49","60.72","120.44","74.46","16.34","60.65","14.67","19.26"
"2004","2013","5","Karnataka","Ramanagaram","126.24","130.77","173.46","154.32","31.13","41.17","26.44","62.43","0.01","6.17","6.69"
"2004","2014","5","Karnataka","Ramanagaram","128.28","128.78","172.29","153.65","90.47","45.31","46.73","43.28","0.0","0.0","28.0"
"2004","2015","5","Karnataka","Ramanagaram","89.63","120.94","150.56","91.36","5.93","76.01","54.45","50.99","10.66","26.82","0.0"
"2005","2000","5","Karnataka","Chikkaballapur","117.47","124.28","172.04","133.21","133.91","93.17","53.93","10.18","0.09","0.0","41.67"
"2005","2001","5","Karnataka","Chikkaballapur","116.78","131.58","169.58","111.16","150.54","125.42","49.51","80.7","0.05","0.0","44.3"
"2005","2002","5","Karnataka","Chikkaballapur","115.66","133.05","179.5","173.43","79.25","60.08","97.37","88.48","65.64","0.0","42.8"
"2005","2003","5","Karnataka","Chikkaballapur","119.81","134.92","170.78","129.31","184.31","99.88","49.11","52.47","74.61","0.0","53.37"
"2005","2004","5","Karnataka","Chikkaballapur","110.28","128.69","176.48","130.42","46.79","99.94","2.14","66.22","0.0","0.0","40.41"
"2005","2005","5","Karnataka","Chikkaballapur","116.13","128.69","167.29","118.82","85.71","87.58","20.89","23.96","2.6","0.0","19.68"
"2005","2006","5","Karnataka","Chikkaballapur","109.16","124.57","140.28","146.54","85.45","56.26","83.54","85.48","55.14","18.26","66.65"
"2005","2007","5","Karnataka","Chikkaballapur","118.54","128.08","176.02","102.52","108.22","96.27","7.55","12.82","0.0","0.16","40.08"
"2005","2008","5","Karnataka","Chikkaballapur","110.06","115.56","141.65","148.0","127.49","83.22","2.75","4.06","14.05","0.0","19.7"
"2005","2009","5","Karnataka","Chikkaballapur","111.34","129.25","163.6","147.7","81.8","39.15","101.01","42.02","0.0","48.03","38.9"
"2005","2010","5","Karnataka","Chikkaballapur","115.9","128.06","171.96","118.54","104.12","72.35","42.86","45.39","0.47","0.16","11.3"
"2005","2011","5","Karnataka","Chikkaballapur","110.62","105.91","170.11","110.63","89.62","110.41","50.95","6.52","29.45","0.0","39.82"
"2005","2012","5","Karnataka","Chikkaballapur","109.35","128.8","171.96","153.12","109.85","129.58","74.26","29.16","55.23","28.09","34.12"
"2005","2013","5","Karnataka","Chikkaballapur","119.33","125.3","171.05","154.55","82.13","46.4","27.76","68.25","0.0","6.25","13.01"
"2005","2014","5","Karnataka","Chikkaballapur","126.07","122.43","168.8","165.05","114.98","48.43","57.97","56.5","0.0","0.0","31.49"
"2005","2015","5","Karnataka","Chikkaballapur","103.66","123.88","155.62","105.12","62.7","87.12","63.17","62.31","21.66","55.95","0.0"
"2025","2000","5","Karnataka","Yadagiri","118.16","127.05","171.72","180.35","164.19","30.5","20.31","0.26","0.5","45.34","90.32"
"2025","2001","5","Karnataka","Yadagiri","109.96","126.08","168.98","174.33","215.67","62.08","77.92","18.9","13.22","35.99","108.99"
"2025","2002","5","Karnataka","Yadagiri","114.45","139.45","178.19","189.84","153.17","36.51","84.36","20.87","83.79","47.06","107.35"
"2025","2003","5","Karnataka","Yadagiri","118.8","133.05","168.43","169.78","211.66","91.17","9.86","48.51","60.7","25.1","109.45"
"2025","2004","5","Karnataka","Yadagiri","113.55","123.07","167.79","154.3","152.3","106.16","5.83","46.96","2.09","77.7","105.41"
"2025","2005","5","Karnataka","Yadagiri","112.39","123.07","162.46","150.03","179.65","38.75","0.0","12.22","0.0","0.1","39.79"
"2025","2006","5","Karnataka","Yadagiri","93.85","114.04","132.28","149.08","122.84","61.31","4.94","4.89","0.0","39.21","49.46"
"2025","2007","5","Karnataka","Yadagiri","99.85","118.08","165.34","152.43","191.14","22.5","8.85","1.04","0.0","39.67","48.91"
"2025","2008","5","Karnataka","Yadagiri","99.8","88.94","122.6","154.47","179.91","112.53","32.84","0.0","0.0","32.25","46.03"
"2025","2009","5","Karnataka","Yadagiri","100.82","114.23","158.14","164.8","174.52","63.23","44.32","2.05","0.0","18.13","39.34"
"2025","2010","5","Karnataka","Yadagiri","93.05","120.91","167.24","175.84","185.3","12.19","0.01","3.89","0.0","18.64","30.71"
"2025","2011","5","Karnataka","Yadagiri","86.44","101.99","157.42","148.63","177.94","118.01","6.15","2.75","0.16","32.31","86.61"
"2025","2012","5","Karnataka","Yadagiri","109.88","122.18","164.1","154.37","194.66","94.58","9.49","27.8","0.73","59.62","77.22"
"2025","2013","5","Karnataka","Yadagiri","112.64","116.65","169.82","141.86","189.61","12.82","4.08","46.05","0.0","7.07","44.75"
"2025","2014","5","Karnataka","Yadagiri","113.98","115.16","140.38","161.76","146.74","112.22","1.89","10.55","12.8","57.03","74.27"
"2025","2015","5","Karnataka","Yadagiri","104.25","120.33","146.75","111.01","168.38","46.35","95.5","80.62","2.77","75.96","104.85"
