Dist Code,Year,State Code,State Name,Dist Name,JANUARY RAINFALL (Millimeters),FEBRUARY RAINFALL (Millimeters),MARCH RAINFALL (Millimeters),APRIL RAINFALL (Millimeters),MAY RAINFALL (Millimeters),JUNE RAINFALL (Millimeters),JULY RAINFALL (Millimeters),AUGUST RAINFALL (Millimeters),SEPTEMBER RAINFALL (Millimeters),OCTOBER RAINFALL (Millimeters),NOVEMBER RAINFALL (Millimeters),DECEMBER RAINFALL (Millimeters),ANNUAL RAINFALL (Millimeters)
66,2004,5,Karnataka,Tumkur,0,0,15,60,171,63,148,47,134,97,28,0,763
66,2005,5,Karnataka,Tumkur,0,0,15,50,142,39,169,163,97,281,68,3,1027
66,2006,5,Karnataka,Tumkur,0,0,68,18,95,116,46,25,65,55,90,0,578
66,2007,5,Karnataka,Tumkur,0,0,0,26.3,122.8,108.8,92.4,150.1,171.6,140.9,12.7,4.9,830.5
66,2008,5,Karnataka,Tumkur,0,1,0,37,87,48,119,173,108,123,24,1,597
66,2009,5,Karnataka,Tumkur,0.3,0,27.1,23.8,117.5,81.4,42.9,142,220.9,68.6,0,0,724.5
66,2010,5,Karnataka,Tumkur,4,1,6,57,96,56,118,129,100,117,157,0,841
66,2011,5,Karnataka,Tumkur,0,2,1,63,85,43,62,89,39,123,39,1,549
66,2012,5,Karnataka,Tumkur,0,0,3.1,117.5,37.7,17.2,40.6,146.3,72.1,38,85.7,1.7,559.9
66,2013,5,Karnataka,Tumkur,0,5.8,3,22.5,84.9,59.8,41.8,58.9,253.5,95.4,28.3,0.3,654.2
66,2014,5,Karnataka,Tumkur,0,3.9,26.6,24,98.4,66.6,48,123.3,113.4,172.1,18.7,8.8,703.8
66,2015,5,Karnataka,Tumkur,0.6,0,11.4,88,80.5,75.5,34.4,112.6,218.2,136.9,178.2,3,939.3
66,2016,5,Karnataka,Tumkur,6.1,0,2,1.7,82.9,123.5,158.8,24.8,41.5,14,2.6,34.8,492.7
66,2017,5,Karnataka,Tumkur,4.2,0,9.2,22.4,134.2,40.5,33,90.7,237.7,235.2,11.9,1.2,820.2
67,2000,5,Karnataka,Mysore,0,21,0,91,67,70,45,185,189,191,42,54,955
67,2001,5,Karnataka,Mysore,0,4,1,133,53,44,59,73,140,129,104,3,743
67,2002,5,Karnataka,Mysore,1,4,13,27,68,66,37,73,87,190,20,0,586
67,2003,5,Karnataka,Mysore,-1,-1,-1,72,32,80,77,97,15,246,14,0,633
67,2004,5,Karnataka,Mysore,0,0,9,104,206,59,105,51,99,134,43,0,810
67,2005,5,Karnataka,Mysore,0,0,11,101,193,110,146,121,98,292,102,8,1182
67,2006,5,Karnataka,Mysore,0,0,66,92,163,108,61,55,72,64,68,0,749
67,2007,5,Karnataka,Mysore,0,0.2,0.5,15.8,84,118,115.7,155.5,92.6,161.5,56,23.9,823.7
67,2008,5,Karnataka,Mysore,0,0,0,31,94,60,113,112,49,130,10,0,474
67,2009,5,Karnataka,Mysore,0,0,40,32.3,94.9,30.9,171.2,137.3,154.6,66.4,0,0,727.6
67,2010,5,Karnataka,Mysore,2,1,3,118,91,83,89,101,69,118,195,3,873
67,2011,5,Karnataka,Mysore,0,10,13,127,96,59,75,83,56,180,84,0,782
67,2012,5,Karnataka,Mysore,0.7,2.3,0,123,53.2,35.5,38.8,76.6,64.9,88.5,38.1,4.9,526.5
67,2013,5,Karnataka,Mysore,0,1.8,6.1,61.2,76,105.8,130.3,67.1,111.6,123.8,46.2,0.1,730
67,2014,5,Karnataka,Mysore,0.4,2.3,14.1,40.5,151.5,66.6,122,139,164.5,146.8,3.8,28.6,880.1
67,2015,5,Karnataka,Mysore,2.4,0.1,32.9,99.1,167.6,182.4,30.6,113.8,116.6,93.9,132.8,9,981.2
67,2016,5,Karnataka,Mysore,4.3,1.8,11.6,19.4,95.5,119.2,106.7,24.1,17,14.7,4.5,31,449.8
67,2017,5,Karnataka,Mysore,8.8,0,20.2,91.8,216.8,44.2,62,155.3,285,106.8,3.6,29.4,1023.9
68,2000,5,Karnataka,Mandya,0,26,0,62,74,30,24,184,194,257,28,19,898
68,2001,5,Karnataka,Mandya,0,0,1,92,38,11,44,70,191,159,81,4,691
68,2002,5,Karnataka,Mandya,4,4,0,21,58,34,33,24,78,192,35,0,483
68,2003,5,Karnataka,Mandya,-1,-1,-1,59,15,50,37,63,10,233,32,0,499
68,2004,5,Karnataka,Mandya,0,2,9,107,249,57,95,29,143,185,34,0,910
68,2005,5,Karnataka,Mandya,0,1,9,87,229,63,121,152,85,385,57,13,1202
68,2006,5,Karnataka,Mandya,0,0,74,17,136,83,14,30,46,54,74,1,529
68,2007,5,Karnataka,Mandya,0,0,0,21.9,86.7,69,43.6,118.8,97.5,237.7,24.6,9.6,709.4
68,2008,5,Karnataka,Mandya,0,0,0,30,88,58,92,128,56,135,22,1,492
68,2009,5,Karnataka,Mandya,0,0,5.5,27.7,64.6,36.6,41,157.6,216.3,55.4,0,0,604.7
68,2010,5,Karnataka,Mandya,4,0,13,84,86,89,96,106,96,122,168,1,864
68,2011,5,Karnataka,Mandya,0,18,12,101,103,14,39,60,26,183,106,2,664
68,2012,5,Karnataka,Mandya,0.2,0,0.1,107.1,45.5,13.6,25.5,41.9,84.3,132.1,54.7,9,514
68,2013,5,Karnataka,Mandya,0,15.6,10.8,58.2,91.7,50,32.8,34.4,173.4,95.5,43.8,3.1,609.3
68,2014,5,Karnataka,Mandya,0,0.2,18.1,39.4,139.2,57.3,52,84.4,183.1,184.9,6.4,22,787
68,2015,5,Karnataka,Mandya,0,0,13.6,47,172.3,72.2,14.5,116.9,119.1,97.9,192.7,4.9,851.1
68,2016,5,Karnataka,Mandya,2.4,0.1,2,13.5,58.6,71.6,142.2,51.2,50.6,33.2,3.9,44.3,473.6
68,2017,5,Karnataka,Mandya,2.9,0,24.7,71.5,235.4,27,25.7,161.4,317.7,158,18.1,16.2,1058.6
69,2000,5,Karnataka,Hassan,2,6,1,73,59,226,260,330,272,171,8,9,1417
69,2001,5,Karnataka,Hassan,0,2,1,115,39,269,269,193,175,67,74,2,1206
69,2002,5,Karnataka,Hassan,3,9,1,34,76,108,37,135,70,226,33,0,732
69,2003,5,Karnataka,Hassan,-1,-1,-1,47,5,122,124,78,22,221,8,0,627
69,2004,5,Karnataka,Hassan,0,0,3,119,210,201,79,176,81,111,25,0,1005
69,2005,5,Karnataka,Hassan,0,0,11,124,227,129,411,215,96,281,64,2,1560
69,2006,5,Karnataka,Hassan,0,0,45,52,134,189,250,155,161,56,103,1,1146
69,2007,5,Karnataka,Hassan,0,0,3.4,37.5,72.3,227.7,206,220.8,133.3,293.9,16.7,2.9,1214.5
69,2008,5,Karnataka,Hassan,0,0,0,52,65,231,338,411,152,167,26,0,1325
69,2009,5,Karnataka,Hassan,0,0,23.9,50.8,97.3,69.3,314.4,165.4,271.2,57.9,0,0,1050.2
69,2010,5,Karnataka,Hassan,14,14,0,104,125,151,313,275,221,214,245,2,1676
69,2011,5,Karnataka,Hassan,0,8,13,105,122,263,271,257,149,204,125,1,1516
69,2012,5,Karnataka,Hassan,0,0.3,1.2,149.6,51.5,39.6,81,167.6,81.7,33.9,48.4,3.6,658.4
69,2013,5,Karnataka,Hassan,0.4,15.1,30.1,37.3,99.2,155.8,242.9,122.5,171.9,82.3,28.1,10.2,995.8
69,2014,5,Karnataka,Hassan,0,0.3,14.2,78.1,148.5,70.4,220.5,160.9,195,137.2,9.4,15.4,1049.9
69,2015,5,Karnataka,Hassan,0.9,0,30.4,101.9,133,231.3,37.6,122.8,122.1,74.4,137.3,6,997.7
69,2016,5,Karnataka,Hassan,1.1,1.7,0.5,32.1,84,147.6,143.3,62.6,45.4,13.6,17.5,30.9,580.3
69,2017,5,Karnataka,Hassan,8,0,18.4,51.1,154,80.7,103.2,139.6,218.4,108.3,13.7,8.9,904.3
70,2000,5,Karnataka,Shimoge,2,0,0,14,53,714,915,839,299,169,1,1,3007
70,2001,5,Karnataka,Shimoge,0,0,0,53,40,667,729,597,90,62,12,1,2251
70,2002,5,Karnataka,Shimoge,0,16,1,50,85,284,211,402,83,246,5,0,1383
70,2003,5,Karnataka,Shimoge,-1,-1,-1,60,2,262,392,229,79,250,2,1,1277
70,2004,5,Karnataka,Shimoge,1,0,2,56,168,432,288,498,84,61,15,0,1605
70,2005,5,Karnataka,Shimoge,0,0,5,41,240,350,690,387,185,204,11,0,2113
70,2006,5,Karnataka,Shimoge,0,0,6,3,139,357,606,459,181,34,62,0,1847
70,2007,5,Karnataka,Shimoge,0,0,0,19.9,25.7,575,666,653.3,278.2,120.3,31.1,3.9,2373.4
70,2008,5,Karnataka,Shimoge,0,0,0,35,67,618,599,844,302,49,10,0,2422
70,2009,5,Karnataka,Shimoge,0,0,31,18.2,103.5,195.2,1323.5,213.9,352.1,181.4,0,0,2418.8
70,2010,5,Karnataka,Shimoge,12,0,1,62,73,413,832,607,410,180,161,1,2754
70,2011,5,Karnataka,Shimoge,0,0,0,51,30,710,802,659,442,135,41,0,2869
70,2012,5,Karnataka,Shimoge,0,0,1,112.5,20.1,284.8,466.1,664.4,223.4,54.6,85.3,0.8,1913
70,2013,5,Karnataka,Shimoge,3.6,18.8,6.4,33.8,77.7,527.4,1239.4,476.4,222.2,136,13.5,1.2,2756.4
70,2014,5,Karnataka,Shimoge,0,8.3,9.9,71.8,141.9,303.3,1105.6,849.9,312.9,127.2,22.1,25,2977.9
70,2015,5,Karnataka,Shimoge,0,0,25.6,47.4,129.7,568,294.1,241.6,129,89.7,64.9,0.4,1590.4
70,2016,5,Karnataka,Shimoge,0.8,0,0,1.9,57.9,399.2,440.9,313.1,157.3,38.1,32.6,3.9,1445.7
70,2017,5,Karnataka,Shimoge,0.3,0,5.3,10.6,107.7,355,418.4,303.5,176.7,80.5,14,0.7,1472.7
71,2000,5,Karnataka,Chickmagalur,1,1,0,54,60,413,536,462,249,176,3,2,1957
71,2001,5,Karnataka,Chickmagalur,0,0,0,115,54,382,417,345,162,72,48,0,1595
71,2002,5,Karnataka,Chickmagalur,0,36,4,55,92,215,255,426,121,209,25,0,1438
71,2003,5,Karnataka,Chickmagalur,-1,-1,-1,57,11,255,413,305,74,253,13,0,1381
71,2004,5,Karnataka,Chickmagalur,0,0,14,61,194,454,345,537,116,67,32,0,1820
71,2005,5,Karnataka,Chickmagalur,0,0,14,46,246,285,788,503,186,237,27,0,2332
71,2006,5,Karnataka,Chickmagalur,2,0,29,20,155,369,618,486,197,49,142,0,2067
71,2007,5,Karnataka,Chickmagalur,0,0.2,1.4,30.8,86.7,525.3,734.9,623.5,400,214.5,15.2,6.1,2638.6
71,2008,5,Karnataka,Chickmagalur,0,0,1,37,63,315,435,591,205,117,19,1,1684
71,2009,5,Karnataka,Chickmagalur,0,0,85.5,31,104.5,170.4,992.1,208.9,339.8,173,0,0,2105.2
71,2010,5,Karnataka,Chickmagalur,7,0,18,89,89,233,475,415,279,172,217,4,1998
71,2011,5,Karnataka,Chickmagalur,0,7,6,95,72,368,417,363,214,180,51,0,1772
71,2012,5,Karnataka,Chickmagalur,0,0.3,0.7,170.9,39.8,196.4,314.1,539.7,187,57.6,101.7,1,1609.2
71,2013,5,Karnataka,Chickmagalur,1.5,23.2,18.8,19.1,140.2,389.4,915.4,367.8,232.5,72.6,16.3,4.3,2201.1
71,2014,5,Karnataka,Chickmagalur,0.8,1.5,8.9,79.8,177.3,175.4,751.2,517.2,230.4,149.4,23.2,16,2131.1
71,2015,5,Karnataka,Chickmagalur,0,0.4,36.9,95.1,143.2,479.6,291.1,224.7,164.9,139.1,111.4,5.6,1692
71,2016,5,Karnataka,Chickmagalur,0.7,1.3,6.5,15.6,94.1,313.9,402.6,243.5,106.3,23.5,13.4,20.1,1241.5
71,2017,5,Karnataka,Chickmagalur,0.1,0,20.9,26,128.8,279.8,352.3,357.8,209.1,112.4,18,0.7,1505.9
72,2000,5,Karnataka,Chitradurga,0,11,0,10,32,23,51,204,140,191,6,1,669
72,2001,5,Karnataka,Chitradurga,0,0,2,62,8,27,43,65,208,70,11,0,496
72,2002,5,Karnataka,Chitradurga,2,22,0,11,51,71,39,45,55,185,41,0,522
72,2003,5,Karnataka,Chitradurga,-1,-1,-1,25,0,14,21,83,10,175,3,0,-1
72,2004,5,Karnataka,Chitradurga,1,0,11,71,169,58,89,44,100,65,11,0,619
72,2005,5,Karnataka,Chitradurga,1,0,9,55,149,59,192,128,93,181,34,1,902
72,2006,5,Karnataka,Chitradurga,0,0,53,30,59,74,47,23,84,53,118,0,541
72,2007,5,Karnataka,Chitradurga,0,0,2,21.1,74.9,118.9,71.3,75.9,153.3,170.3,9.7,2.6,700
72,2008,5,Karnataka,Chitradurga,0,0,1,32,81,40,63,123,128,98,21,0,474
72,2009,5,Karnataka,Chitradurga,0,0,8.1,5.8,148.3,61.8,55.3,152.4,226,99.4,0,0,757.1
72,2010,5,Karnataka,Chitradurga,6,1,1,80,130,45,107,164,70,82,207,0,891
72,2011,5,Karnataka,Chitradurga,0,0,0,50,49,44,33,47,20,106,14,0,363
72,2012,5,Karnataka,Chitradurga,0,0,0,131.4,44.3,20.3,40.7,139.9,61.6,35,102,0.4,575.6
72,2013,5,Karnataka,Chitradurga,0,4.7,2.8,16.3,110.4,86.8,77.9,57.9,167.8,55.5,3.6,0.1,583.8
72,2014,5,Karnataka,Chitradurga,0.3,1.4,18.7,53.9,142.4,55.9,96.9,179.7,82.6,177.5,35.6,11.4,856.3
72,2015,5,Karnataka,Chitradurga,0.4,0,18.1,34.4,106.6,74.7,42.5,84.8,152.6,120.3,54.6,1.2,690.2
72,2016,5,Karnataka,Chitradurga,0.9,0,0.8,3.4,65.8,78.5,81.5,8.3,48.8,18.1,0.2,15.5,321.8
72,2017,5,Karnataka,Chitradurga,0,0,1.1,11.3,41.1,35.1,47.2,68,183,194.3,1.8,0.1,583
73,2000,5,Karnataka,Bellary,0,3,0,1,25,64,73,144,94,138,0,1,543
73,2001,5,Karnataka,Bellary,0,0,1,20,9,30,26,83,198,175,10,0,552
73,2002,5,Karnataka,Bellary,3,15,0,3,60,63,51,52,43,100,8,0,398
73,2003,5,Karnataka,Bellary,-1,-1,-1,16,0,28,58,136,30,126,4,0,-1
73,2004,5,Karnataka,Bellary,0,0,5,44,70,96,102,45,156,70,1,0,589
73,2005,5,Karnataka,Bellary,0,0,3,41,75,70,178,122,90,138,6,0,723
73,2006,5,Karnataka,Bellary,0,0,28,31,107,270,45,31,145,42,58,0,757
73,2007,5,Karnataka,Bellary,0,0,2.1,3.2,51.9,143.1,71.3,65.1,225.4,82,6.1,0.2,650.4
73,2008,5,Karnataka,Bellary,0,0,1,10,42,29,25,76,138,51,42,0,362
73,2009,5,Karnataka,Bellary,0,0,6.3,6.7,69.4,76.9,34.9,108.8,266.2,265.2,0,0,834.4
73,2010,5,Karnataka,Bellary,17,1,2,22,74,45,58,245,55,56,98,0,672
73,2011,5,Karnataka,Bellary,0,0,1,29,56,66,71,67,23,61,7,0,380
73,2012,5,Karnataka,Bellary,0,0,0.3,92.9,38.3,21.9,51.1,103,75.5,38.3,122.9,0.5,544.7
73,2013,5,Karnataka,Bellary,0,4.4,1.9,11.3,77.9,94.9,85,70.3,127.9,122.3,8.3,0,604.2
73,2014,5,Karnataka,Bellary,0,6,27.5,23.9,117.2,86.8,100.2,179.6,91.7,102.5,14.8,45.3,795.5
73,2015,5,Karnataka,Bellary,0.7,0,16.7,65.8,51.2,69.9,28.3,89.3,179.8,91,4.9,0.3,597.9
73,2016,5,Karnataka,Bellary,9.4,0,0,4.2,67.9,128.5,68.4,24.7,47.9,11.4,4.2,4.6,371.2
73,2017,5,Karnataka,Bellary,0,0,21.9,5.8,55.6,58.1,50.8,129.9,238.8,168.5,0,0,729.4
74,2000,5,Karnataka,Dharwad,1,2,0,42,32,65,152,148,167,101,4,1,715
74,2001,5,Karnataka,Dharwad,0,0,0,35,32,59,60,81,99,44,3,1,414
74,2002,5,Karnataka,Dharwad,0,38,0,55,107,156,40,111,56,111,5,0,679
74,2003,5,Karnataka,Dharwad,-1,-1,-1,88,13,90,65,42,30,157,2,0,-1
74,2004,5,Karnataka,Dharwad,0,0,0,60,84,133,43,160,125,28,3,0,636
74,2005,5,Karnataka,Dharwad,0,0,0,59,89,119,278,120,169,75,23,0,932
74,2006,5,Karnataka,Dharwad,0,0,7,18,136,130,129,94,107,41,51,0,713
74,2007,5,Karnataka,Dharwad,0,0,7.8,39.3,38.9,164.9,161.7,155.2,198,74.7,19.6,0.2,860.3
74,2008,5,Karnataka,Dharwad,0,0,5,58,52,80,79,169,95,38,68,0,534
74,2009,5,Karnataka,Dharwad,0,0,11.8,22.2,48,119.3,190.1,59.2,233.8,107.3,0,0,791.7
74,2010,5,Karnataka,Dharwad,8,0,3,46,77,97,155,143,115,126,105,0,873
74,2011,5,Karnataka,Dharwad,0,6,2,68,62,144,103,123,62,169,5,0,744
74,2012,5,Karnataka,Dharwad,0,0,0,45.8,22.6,50.8,79.1,81.7,72.1,65.3,49.1,7.6,474.1
74,2013,5,Karnataka,Dharwad,0.4,4.9,11.7,8.5,105.5,86.2,159.6,77.7,160.8,69.2,1.8,0,686.3
74,2014,5,Karnataka,Dharwad,0,5.9,10.3,40.9,166.1,42.5,174.6,188.2,113.2,107.3,39.2,21.4,909.6
74,2015,5,Karnataka,Dharwad,0.1,0,65.5,30.6,76.9,161.3,49.3,45.8,65.6,93.3,11,0.8,600.2
74,2016,5,Karnataka,Dharwad,0.3,0.1,3.2,20.8,51.5,121.1,119.3,78.1,45.5,27.2,3.5,0.3,470.9
74,2017,5,Karnataka,Dharwad,0,0,4,10.3,78,58.1,109.8,43.7,182.1,87.6,7,0.1,580.7
75,2000,5,Karnataka,Belgaum,1,0,0,15,66,117,266,180,178,116,9,0,948
75,2001,5,Karnataka,Belgaum,0,0,0,19,21,122,193,167,145,69,8,5,749
75,2002,5,Karnataka,Belgaum,0,14,1,22,29,154,44,160,30,132,2,0,588
75,2003,5,Karnataka,Belgaum,-1,-1,-1,37,3,98,69,56,36,130,8,0,-1
75,2004,5,Karnataka,Belgaum,0,0,0,24,99,179,54,166,147,66,7,0,742
75,2005,5,Karnataka,Belgaum,0,0,0,19,83,179,274,154,208,108,6,0,1031
75,2006,5,Karnataka,Belgaum,0,0,10,4,107,169,214,167,123,35,37,1,867
75,2007,5,Karnataka,Belgaum,0,0,0.1,21.7,23.7,275.9,220.2,189.6,165.7,26.1,21.9,0,944.9
75,2008,5,Karnataka,Belgaum,0,0,0,26,29,197,169,299,178,45,32,1,921
75,2009,5,Karnataka,Belgaum,0,0,7.8,12.6,85.3,113.7,391.3,185.1,220.9,199.5,0,0,1216.2
75,2010,5,Karnataka,Belgaum,6,2,0,22,10,209,333,208,200,112,88,1,1190
75,2011,5,Karnataka,Belgaum,0,3,1,39,49,262,249,250,172,124,5,0,1153
75,2012,5,Karnataka,Belgaum,0,0,0,53.2,13,54.7,113.6,119.6,70.5,92.4,40,4,561
75,2013,5,Karnataka,Belgaum,0.2,4.1,3.7,19,52.1,128.5,225.3,92.1,170.3,76.6,2.1,0.1,774.1
75,2014,5,Karnataka,Belgaum,0,4.3,19.3,28.5,104.7,78.3,269.6,199.9,84.4,125.7,42.2,19.9,976.8
75,2015,5,Karnataka,Belgaum,0.5,0,31.7,23.4,82.7,164.8,56.8,57.9,73.5,81.6,6.4,1.2,580.5
75,2016,5,Karnataka,Belgaum,0,0.8,8.2,13,54.6,122.4,250.7,150.1,72.9,18.7,9.7,0.1,701.2
