iter	Passed	Remaining
196	1502	6124
197	1509	6116
198	1517	6109
199	1525	6100
200	1532	6092
201	1540	6083
202	1548	6078
203	1555	6070
204	1563	6062
205	1570	6054
206	1578	6047
207	1586	6040
208	1593	6032
209	1601	6023
210	1609	6016
211	1616	6009
212	1624	6002
213	1632	5995
214	1640	5988
215	1647	5980
216	1654	5971
217	1662	5963
218	1670	5956
219	1677	5947
220	1685	5941
221	1693	5933
222	1700	5926
223	1708	5917
224	1715	5909
225	1724	5904
226	1732	5898
227	1739	5891
228	1747	5883
229	1754	5874
230	1762	5866
231	1769	5857
232	1777	5849
233	1784	5842
234	1792	5834
235	1799	5826
236	1807	5818
237	1814	5809
238	1822	5801
239	1829	5794
240	1837	5787
241	1844	5778
242	1852	5770
243	1859	5762
244	1867	5754
245	1875	5747
246	1882	5739
247	1890	5731
248	1897	5723
249	1904	5713
250	1912	5705
251	1919	5697
252	1926	5689
253	1934	5681
254	1942	5674
255	1949	5666
256	1957	5659
257	1964	5651
258	1972	5643
259	1980	5635
260	1987	5627
261	1995	5619
262	2002	5612
263	2010	5605
264	2018	5597
265	2025	5589
266	2032	5580
267	2040	5572
268	2047	5565
269	2055	5557
270	2063	5550
271	2070	5542
272	2078	5533
273	2085	5526
274	2093	5518
275	2100	5511
276	2108	5503
277	2115	5494
278	2122	5486
279	2130	5478
280	2137	5470
281	2145	5462
282	2153	5455
283	2160	5446
284	2167	5438
285	2175	5431
286	2183	5423
287	2190	5416
288	2198	5409
289	2206	5401
290	2213	5392
291	2220	5384
292	2228	5376
293	2235	5368
294	2242	5360
295	2250	5352
296	2257	5343
297	2265	5335
298	2272	5328
299	2280	5320
300	2287	5312
301	2295	5305
302	2302	5296
303	2309	5288
304	2317	5280
305	2324	5272
306	2332	5264
307	2339	5256
308	2346	5247
309	2354	5240
310	2362	5233
311	2369	5225
312	2377	5217
313	2384	5209
314	2392	5201
315	2399	5193
316	2406	5185
317	2414	5177
318	2421	5169
319	2428	5161
320	2436	5153
321	2444	5146
322	2451	5138
323	2458	5130
324	2466	5122
325	2473	5114
326	2481	5106
327	2488	5098
328	2495	5090
329	2502	5081
330	2510	5073
331	2517	5065
332	2525	5057
333	2532	5050
334	2541	5044
335	2548	5036
336	2555	5027
337	2562	5019
338	2570	5011
339	2577	5003
340	2584	4995
341	2592	4987
342	2599	4979
343	2606	4971
344	2614	4963
345	2621	4955
346	2629	4948
347	2637	4941
348	2644	4932
349	2651	4924
350	2658	4916
351	2666	4908
352	2673	4900
353	2681	4893
354	2688	4885
355	2696	4877
356	2703	4869
357	2711	4863
358	2719	4855
359	2726	4847
360	2733	4838
361	2741	4831
362	2748	4823
363	2756	4815
364	2763	4807
365	2770	4799
366	2777	4791
367	2785	4783
368	2793	4776
369	2800	4768
370	2808	4761
371	2816	4754
372	2823	4747
373	2831	4739
374	2838	4730
375	2846	4723
376	2853	4715
377	2861	4708
378	2868	4700
379	2876	4692
380	2883	4684
381	2891	4677
382	2898	4669
383	2906	4662
384	2913	4654
385	2921	4646
386	2928	4638
387	2935	4630
388	2942	4622
389	2950	4614
390	2957	4606
391	2964	4598
392	2972	4591
393	2980	4583
394	2987	4576
395	2995	4569
396	3002	4561
397	3010	4553
398	3017	4545
399	3025	4537
400	3032	4529
401	3039	4521
402	3047	4514
403	3054	4506
404	3062	4498
405	3069	4490
406	3077	4483
407	3084	4475
408	3091	4467
409	3099	4460
410	3107	4452
411	3114	4445
412	3122	4437
413	3129	4430
414	3137	4422
415	3144	4414
416	3152	4407
417	3159	4399
418	3167	4392
419	3174	4384
420	3182	4376
421	3189	4368
422	3196	4360
423	3204	4352
424	3211	4344
425	3218	4336
426	3226	4329
427	3233	4321
428	3240	4313
429	3247	4305
430	3255	4297
431	3263	4290
432	3270	4283
433	3279	4276
434	3287	4270
435	3295	4263
436	3303	4256
437	3311	4248
438	3318	4241
439	3326	4233
440	3333	4225
441	3341	4218
442	3349	4210
443	3356	4203
444	3364	4196
445	3372	4188
446	3379	4181
447	3387	4173
448	3394	4165
449	3401	4157
450	3408	4149
451	3416	4141
452	3423	4134
453	3430	4125
454	3437	4117
455	3445	4109
456	3452	4102
457	3459	4094
458	3467	4086
459	3474	4078
460	3482	4071
461	3490	4064
462	3497	4056
463	3504	4048
464	3511	4040
465	3519	4032
466	3526	4024
467	3533	4016
468	3541	4009
469	3548	4001
470	3555	3993
471	3563	3986
472	3570	3978
473	3578	3971
474	3585	3963
475	3592	3955
476	3600	3947
477	3607	3939
478	3614	3931
479	3622	3924
480	3629	3916
481	3637	3908
482	3644	3901
483	3651	3893
484	3659	3885
485	3667	3878
486	3674	3871
487	3682	3863
488	3689	3855
489	3697	3848
490	3705	3840
491	3712	3833
492	3719	3825
493	3727	3817
494	3734	3810
495	3742	3802
496	3749	3795
497	3757	3787
498	3765	3780
499	3772	3772
500	3780	3765
501	3787	3757
502	3795	3750
503	3803	3742
504	3810	3735
505	3817	3727
506	3824	3719
507	3832	3711
508	3839	3703
509	3846	3695
510	3854	3688
511	3861	3680
512	3869	3672
513	3876	3665
514	3884	3657
515	3891	3650
516	3899	3642
517	3906	3634
518	3913	3627
519	3921	3619
520	3928	3611
521	3935	3604
522	3943	3596
523	3950	3589
524	3958	3581
525	3966	3573
526	3973	3566
527	3981	3558
528	3988	3551
529	3995	3543
530	4003	3535
531	4010	3528
532	4017	3520
533	4025	3512
534	4032	3504
535	4039	3497
536	4047	3489
537	4055	3482
538	4063	3475
539	4070	3467
540	4078	3460
541	4085	3452
542	4093	3444
543	4100	3437
544	4108	3429
545	4115	3422
546	4123	3414
547	4131	3407
548	4138	3400
549	4146	3392
550	4154	3385
551	4161	3377
552	4169	3370
553	4176	3362
554	4183	3354
555	4191	3347
556	4198	3339
557	4206	3331
558	4213	3324
559	4220	3316
560	4228	3308
561	4236	3301
562	4243	3293
563	4251	3286
564	4258	3278
565	4266	3271
566	4273	3263
567	4281	3256
568	4289	3248
569	4296	3241
570	4303	3233
571	4311	3225
572	4318	3218
573	4326	3211
574	4334	3203
575	4341	3196
576	4349	3188
577	4356	3180
578	4364	3173
579	4371	3165
580	4379	3158
581	4386	3150
582	4394	3143
583	4401	3135
584	4409	3128
585	4417	3120
586	4424	3113
587	4432	3105
588	4439	3098
589	4447	3090
590	4454	3082
591	4462	3075
592	4469	3067
593	4476	3059
594	4484	3052
595	4491	3044
596	4498	3036
597	4506	3029
598	4514	3021
599	4521	3014
600	4529	3006
601	4536	2999
602	4544	2991
603	4551	2984
604	4559	2976
605	4566	2969
606	4574	2961
607	4581	2954
608	4589	2946
609	4596	2938
610	4604	2931
611	4611	2923
612	4619	2916
613	4626	2908
614	4633	2900
615	4641	2893
616	4648	2885
617	4656	2878
618	4663	2870
619	4671	2863
620	4679	2856
621	4687	2848
622	4694	2841
623	4702	2833
624	4709	2825
625	4717	2818
626	4724	2810
627	4732	2803
628	4739	2795
629	4747	2788
630	4754	2780
631	4762	2772
632	4769	2765
633	4777	2757
634	4784	2750
635	4791	2742
636	4799	2735
637	4807	2727
638	4814	2719
639	4822	2712
640	4829	2704
641	4837	2697
642	4844	2689
643	4852	2682
644	4859	2674
645	4867	2667
646	4875	2660
647	4883	2652
648	4891	2645
649	4898	2637
650	4906	2630
651	4913	2622
652	4920	2614
653	4928	2607
654	4935	2599
655	4943	2592
656	4950	2584
657	4958	2577
658	4966	2569
659	4973	2562
660	4981	2554
661	4988	2547
662	4996	2539
663	5003	2531
664	5011	2524
665	5018	2516
666	5025	2509
667	5033	2501
668	5040	2494
669	5048	2486
670	5055	2478
671	5063	2471
672	5070	2463
673	5078	2456
674	5085	2448
675	5093	2441
676	5100	2433
677	5108	2425
678	5115	2418
679	5122	2410
680	5130	2403
681	5138	2395
682	5145	2388
683	5153	2380
684	5160	2373
685	5168	2365
686	5175	2357
687	5182	2350
688	5190	2342
689	5197	2335
690	5205	2327
691	5212	2320
692	5219	2312
693	5227	2304
694	5234	2297
695	5242	2289
696	5249	2282
697	5257	2274
698	5263	2266
699	5271	2259
700	5278	2251
701	5286	2244
702	5293	2236
703	5301	2228
704	5308	2221
705	5316	2213
706	5323	2206
707	5331	2198
708	5338	2191
709	5346	2183
710	5353	2176
711	5361	2168
712	5368	2160
713	5375	2153
714	5383	2145
715	5391	2138
716	5398	2130
717	5405	2123
718	5412	2115
719	5420	2107
720	5427	2100
721	5434	2092
722	5442	2084
723	5449	2077
724	5456	2069
725	5464	2062
726	5472	2054
727	5479	2047
728	5487	2039
729	5494	2032
730	5502	2024
731	5509	2017
732	5516	2009
733	5523	2001
734	5531	1994
735	5538	1986
736	5546	1979
737	5553	1971
738	5560	1964
739	5568	1956
740	5575	1948
741	5583	1941
742	5591	1933
743	5598	1926
744	5606	1918
745	5613	1911
746	5621	1903
747	5628	1896
748	5636	1888
749	5643	1881
750	5651	1873
751	5659	1866
752	5667	1858
753	5674	1851
754	5682	1843
755	5689	1836
756	5697	1828
757	5704	1821
758	5711	1813
759	5719	1806
760	5727	1798
761	5734	1791
762	5741	1783
763	5749	1776
764	5756	1768
765	5764	1760
766	5771	1753
767	5779	1745
768	5787	1738
769	5794	1730
770	5801	1723
771	5808	1715
772	5816	1707
773	5823	1700
774	5830	1692
775	5837	1685
776	5845	1677
777	5853	1670
778	5860	1662
779	5868	1655
780	5875	1647
781	5882	1639
782	5890	1632
783	5897	1624
784	5904	1617
785	5912	1609
786	5919	1602
787	5926	1594
788	5934	1587
789	5942	1579
790	5950	1572
791	5957	1564
792	5964	1557
793	5972	1549
794	5979	1541
795	5986	1534
796	5994	1526
797	6001	1519
798	6009	1511
799	6016	1504
800	6024	1496
801	6031	1489
802	6038	1481
803	6046	1473
804	6053	1466
805	6061	1458
806	6068	1451
807	6076	1443
808	6083	1436
809	6091	1428
810	6098	1421
811	6105	1413
812	6113	1406
813	6120	1398
814	6128	1391
815	6135	1383
816	6142	1375
817	6150	1368
818	6157	1360
819	6165	1353
820	6172	1345
821	6179	1338
822	6187	1330
823	6194	1323
824	6201	1315
825	6209	1308
826	6217	1300
827	6224	1293
828	6232	1285
829	6239	1277
830	6246	1270
831	6254	1262
832	6261	1255
833	6269	1247
834	6276	1240
835	6284	1232
836	6291	1225
837	6299	1217
838	6306	1210
839	6313	1202
840	6321	1195
841	6328	1187
842	6335	1179
843	6343	1172
844	6350	1164
845	6357	1157
846	6364	1149
847	6372	1142
848	6379	1134
849	6387	1127
850	6394	1119
851	6401	1112
852	6409	1104
853	6416	1096
854	6424	1089
855	6431	1081
856	6438	1074
857	6445	1066
858	6453	1059
859	6460	1051
860	6467	1044
861	6475	1036
862	6482	1029
863	6489	1021
864	6496	1013
865	6504	1006
866	6511	998
867	6518	991
868	6525	983
869	6533	976
870	6540	968
871	6548	961
872	6555	953
873	6562	946
874	6569	938
875	6577	931
876	6584	923
877	6591	915
878	6598	908
879	6606	900
880	6613	893
881	6620	885
882	6628	878
883	6635	870
884	6642	863
885	6651	855
886	6658	848
887	6666	840
888	6673	833
889	6680	825
890	6688	818
891	6695	810
892	6702	803
893	6710	795
894	6718	788
895	6725	780
896	6732	773
897	6739	765
898	6747	758
899	6755	750
900	6762	743
901	6770	735
902	6777	728
903	6784	720
904	6792	713
905	6799	705
906	6807	697
907	6814	690
908	6821	682
909	6829	675
910	6836	667
911	6843	660
912	6851	652
913	6858	645
914	6866	637
915	6873	630
916	6880	622
917	6888	615
918	6895	607
919	6902	600
920	6910	592
921	6917	585
922	6924	577
923	6932	570
924	6939	562
925	6947	555
926	6955	547
927	6962	540
928	6969	532
929	6976	525
930	6984	517
931	6991	510
932	6998	502
933	7006	495
934	7013	487
935	7021	480
936	7028	472
937	7035	465
938	7043	457
939	7050	450
940	7058	442
941	7065	435
942	7072	427
943	7079	419
944	7086	412
945	7094	404
946	7102	397
947	7109	389
948	7117	382
949	7125	375
950	7132	367
951	7139	359
952	7147	352
953	7154	344
954	7162	337
955	7169	329
956	7176	322
957	7184	314
958	7191	307
959	7198	299
960	7206	292
961	7213	284
962	7221	277
963	7229	269
964	7236	262
965	7243	254
966	7251	247
967	7258	239
968	7265	232
969	7272	224
970	7280	217
971	7287	209
972	7295	202
973	7302	194
974	7310	187
975	7317	179
976	7325	172
977	7332	164
978	7339	157
979	7346	149
980	7354	142
981	7361	134
982	7369	127
983	7376	119
984	7383	112
985	7391	104
986	7398	97
987	7406	89
988	7413	82
989	7420	74
990	7428	67
991	7435	59
992	7443	52
993	7450	44
994	7458	37
995	7465	29
996	7473	22
997	7480	14
998	7488	7
999	7495	0
