iter	Logloss
336	0.105111424
337	0.1050130103
338	0.104875857
339	0.1047127836
340	0.1045619295
341	0.1044440548
342	0.1043487169
343	0.1043089561
344	0.1041960878
345	0.1040181824
346	0.1039158537
347	0.1037595968
348	0.1036686664
349	0.1036145529
350	0.1035789098
351	0.1035056692
352	0.1033638704
353	0.103184203
354	0.1030962533
355	0.1030057786
356	0.1029006899
357	0.1027007751
358	0.1026285212
359	0.1024765681
360	0.1024035579
361	0.1023614731
362	0.1023302625
363	0.1021556538
364	0.1020876597
365	0.1019337339
366	0.1019224761
367	0.1018211052
368	0.1016672172
369	0.1016162409
370	0.1014811014
371	0.1013099384
372	0.1011643325
373	0.101059203
374	0.1010307642
375	0.1008708054
376	0.1007142381
377	0.1006381559
378	0.1005225141
379	0.1004646524
380	0.1003776321
381	0.1002802113
382	0.1002057676
383	0.1001652658
384	0.1000157313
385	0.09985850411
386	0.09971159514
387	0.0996493719
388	0.09953681503
389	0.09948487809
390	0.09945540837
391	0.09926338306
392	0.09912756736
393	0.09899429651
394	0.09880613796
395	0.09863597655
396	0.09855060385
397	0.09847811667
398	0.09835868632
399	0.09832781197
400	0.09822882231
401	0.09814656285
402	0.09798700873
403	0.09791780451
404	0.09776382356
405	0.09764215751
406	0.09754968112
407	0.09746517404
408	0.09740556618
409	0.09727159669
410	0.09714704326
411	0.09704176608
412	0.09690333754
413	0.09683406129
414	0.09672037102
415	0.09663377414
416	0.09648177439
417	0.09642566134
418	0.09624687562
419	0.09607814949
420	0.09595402432
421	0.0959083603
422	0.09575444284
423	0.09567988583
424	0.09561487445
425	0.09555177388
426	0.0954907693
427	0.09530968779
428	0.0952309387
429	0.09514168319
430	0.09501630184
431	0.09491671639
432	0.09476776343
433	0.09464585599
434	0.09450733543
435	0.0944263455
436	0.09428764599
437	0.09422833028
438	0.09409971144
439	0.09404243828
440	0.09392640357
441	0.09382463416
442	0.09368493658
443	0.0935794709
444	0.09349252583
445	0.09339023266
446	0.09322213739
447	0.09308006905
448	0.09286486492
449	0.09281638384
450	0.09271032606
451	0.09267349026
452	0.09254981275
453	0.09252804574
454	0.09245872562
455	0.0924038558
456	0.09234683122
457	0.09226412726
458	0.0921998877
459	0.0920556273
460	0.09193470405
461	0.09189673962
462	0.09180862383
463	0.09176186553
464	0.09170969995
465	0.09164220104
466	0.09160850926
467	0.09153565487
468	0.09139564358
469	0.09131328689
470	0.09125370967
471	0.09111699509
472	0.0909905231
473	0.09093343147
474	0.09084809803
475	0.090805774
476	0.09071111776
477	0.09065659918
478	0.09064216574
479	0.09058363594
480	0.09055182975
481	0.09053339136
482	0.09045581534
483	0.09032761151
484	0.0901845617
485	0.09005010374
486	0.08994603439
487	0.08989485432
488	0.08977353961
489	0.08976081998
490	0.08965890723
491	0.08957573814
492	0.08953955848
493	0.0894890806
494	0.08937775468
495	0.0892591746
496	0.08912744757
497	0.08902212392
498	0.08889980743
499	0.08878158888
500	0.08866266879
501	0.08860144199
502	0.08851340255
503	0.08836899598
504	0.08831831629
505	0.08818976944
506	0.0881092746
507	0.08806942714
508	0.0879792293
509	0.0879240599
510	0.08782331479
511	0.08774144209
512	0.08762544591
513	0.08756061385
514	0.08751512391
515	0.08738116761
516	0.08727577818
517	0.08721788706
518	0.08715836572
519	0.08706984807
520	0.08697199278
521	0.08690048553
522	0.08678683317
523	0.08664012568
524	0.08658148423
525	0.08650996054
526	0.08631089988
527	0.08625161614
528	0.0862232001
529	0.08614702417
530	0.08608483096
531	0.08604377526
532	0.08593337739
533	0.08586147775
534	0.08577988667
535	0.0856684467
536	0.08556303673
537	0.08546220289
538	0.08532367828
539	0.08528056917
540	0.08518521468
541	0.08510610166
542	0.08501233775
543	0.08492184302
544	0.0848365452
545	0.08473755436
546	0.08463784991
547	0.0845467349
548	0.08440565451
549	0.08431981419
550	0.08420735771
551	0.08409313761
552	0.08404996952
553	0.08398307969
554	0.08390981506
555	0.08382997038
556	0.08376621497
557	0.08372367462
558	0.08365010336
559	0.08361024275
560	0.08354274803
561	0.08346624044
562	0.08341823773
563	0.08329444958
564	0.08326918661
565	0.08319905508
566	0.08306589545
567	0.08298653372
568	0.08292454359
569	0.08287498755
570	0.08276970047
571	0.08273225256
572	0.0826462657
573	0.08256147283
574	0.08247947369
575	0.08243645522
576	0.08237760561
577	0.08226372869
578	0.08218479581
579	0.08212288435
580	0.08205856776
581	0.08202090313
582	0.08192935202
583	0.08190530592
584	0.08182068536
585	0.08169698221
586	0.08166312874
587	0.08158513981
588	0.08152916171
589	0.08150988801
590	0.08147546844
591	0.08138463132
592	0.08127816188
593	0.08123813926
594	0.08120798918
595	0.08115334641
596	0.08110542178
597	0.08104855143
598	0.08097333522
599	0.08086479638
600	0.0807562733
601	0.08070890316
602	0.08059625715
603	0.08053081325
604	0.08049503875
605	0.08037905355
606	0.08031361744
607	0.0802719271
608	0.08018220713
609	0.08014145667
610	0.08008838845
611	0.08006815745
612	0.07995037085
613	0.07991160295
614	0.07985068327
615	0.07976584437
616	0.07966500729
617	0.0795750946
618	0.07951296464
619	0.07944211391
620	0.0793910682
621	0.07935511457
622	0.0792797326
623	0.07915968934
624	0.07909426965
625	0.07902724544
626	0.07894448643
627	0.07891288723
628	0.07885385384
629	0.07883923521
630	0.07877964931
631	0.07869255517
632	0.07862841559
633	0.07854555205
634	0.078488796
635	0.07845478789
636	0.07837926171
637	0.0782763916
638	0.07817869483
639	0.07813277519
640	0.07808861281
641	0.07801544993
642	0.07796538808
643	0.07793924406
644	0.07787753752
645	0.077794778
646	0.07772915123
647	0.07760757851
648	0.07753577533
649	0.07746592019
650	0.07742004139
651	0.07734286579
652	0.07729673816
653	0.07721363118
654	0.07713234628
655	0.07708298609
656	0.07699210718
657	0.07692350871
658	0.07683390718
659	0.07675783129
660	0.07667769339
661	0.07658347289
662	0.07645818947
663	0.0764123053
664	0.07631473996
665	0.07627513993
666	0.0762210171
667	0.0761407854
668	0.07609590559
669	0.07602051604
670	0.07594680811
671	0.07588606564
672	0.07580129284
673	0.07573753824
674	0.07568422587
675	0.07564268167
676	0.07560471642
677	0.07552780208
678	0.07543714416
679	0.07537487671
680	0.07530399417
681	0.07522311876
682	0.07518777511
683	0.07511131956
684	0.07503971398
685	0.07500358136
686	0.07493318279
687	0.07485720868
688	0.07478519554
689	0.07474798442
690	0.07467752938
691	0.07464418709
692	0.07456075948
693	0.07452770478
694	0.07449494473
695	0.07441983446
696	0.0743801266
697	0.07433446555
698	0.07430279035
699	0.07423785927
700	0.07416875233
701	0.07407269489
702	0.07396478716
703	0.07390626659
704	0.07384396526
705	0.07375688779
706	0.07366811865
707	0.07361057687
708	0.07350102186
709	0.07346001131
710	0.07342052249
711	0.07332982686
712	0.07325975647
713	0.0732350815
714	0.07313185173
715	0.07308343502
716	0.07299774376
717	0.07294697152
718	0.0729128518
719	0.07282999432
720	0.07280699066
721	0.07279223412
722	0.07267005691
723	0.07257535502
724	0.07248832249
725	0.07245512282
726	0.07241392123
727	0.0723627038
728	0.0723178127
729	0.07227695738
730	0.07225428429
731	0.07221667135
732	0.0721481433
733	0.07213745701
734	0.07206413912
735	0.07203438201
736	0.07200070974
737	0.07196837472
738	0.07194974639
739	0.07189755607
740	0.07186027964
741	0.07174220696
742	0.07166719935
743	0.07158374059
744	0.07149693195
745	0.07144288066
746	0.0713279048
747	0.0713075423
748	0.0712370404
749	0.07115421572
750	0.07110773277
751	0.07102549108
752	0.07095134351
753	0.07088123849
754	0.07081508833
755	0.07076172671
756	0.07072596577
757	0.0706362662
758	0.07057430088
759	0.07051812569
760	0.07043342177
761	0.07035701943
762	0.07031443161
763	0.07019453783
764	0.07008896945
765	0.07007850825
766	0.0700031563
767	0.06995260311
768	0.06990109568
769	0.0698616492
770	0.06983863825
771	0.06979253624
772	0.06976656238
773	0.06975536762
774	0.06969425645
775	0.06965338686
776	0.06962016344
777	0.06958942258
778	0.06956043542
779	0.06951763832
780	0.06950854463
781	0.06945625926
782	0.06938525038
783	0.06930677033
784	0.06927076784
785	0.06919770928
786	0.06917926827
787	0.06912024348
788	0.06900014686
789	0.06891389421
790	0.06885684398
791	0.06881895908
792	0.06878106843
793	0.06870841121
794	0.0686629418
795	0.06860255336
796	0.06855159699
797	0.06849450876
798	0.06842445029
799	0.06836065347
800	0.06828406971
801	0.06826324538
802	0.06823401335
803	0.06820489456
804	0.06816848609
805	0.06807976579
806	0.06802546999
807	0.06793383943
808	0.06791065898
809	0.06784090511
810	0.06779234455
811	0.06775647825
812	0.06769061528
813	0.06764061229
814	0.06762482723
815	0.06757851157
816	0.06751889368
817	0.06748429352
818	0.06742294318
819	0.06733224025
820	0.06728908739
821	0.0672257367
822	0.06718068357
823	0.06711189397
824	0.06705456366
825	0.06697189579
826	0.0669341051
827	0.06687858028
828	0.06681475765
829	0.06677535195
830	0.06673452148
831	0.06667689944
832	0.06665468397
833	0.06659460856
834	0.06653765869
835	0.06647714192
836	0.06642165127
837	0.06638592929
838	0.06637232179
839	0.06633206416
840	0.06627611745
841	0.06625006643
842	0.0662403141
843	0.06618259413
844	0.06615560691
845	0.06610893271
846	0.06610037618
847	0.06606777496
848	0.06604488992
849	0.0659786073
850	0.0659053467
851	0.06588958664
852	0.06581485744
853	0.06579929966
854	0.06572345867
855	0.06571987817
856	0.06570068146
857	0.06562492672
858	0.06557329481
859	0.06555071128
860	0.06552589822
861	0.06551438754
862	0.06545946245
863	0.0653942934
864	0.0653802571
865	0.06536144952
866	0.0653186198
867	0.0652792374
868	0.06520761833
869	0.06517640951
870	0.06510082935
871	0.06504475774
872	0.06501902162
873	0.064971952
874	0.06494811774
875	0.06489908735
876	0.06486250088
877	0.06485050533
878	0.06481541847
879	0.06474551174
880	0.06466980382
881	0.06461983561
882	0.06459394516
883	0.06455181841
884	0.06452410243
885	0.0644807044
886	0.06440262353
887	0.06436948927
888	0.06434011311
889	0.06433098888
890	0.06429673865
891	0.06427441025
892	0.06421060275
893	0.0641837261
894	0.06412732424
895	0.0640638473
896	0.06400404757
897	0.06399365716
898	0.063953801
899	0.06390152129
900	0.06385562552
901	0.06378312006
902	0.06373097455
903	0.06368130541
904	0.06363911573
905	0.06358731243
906	0.06355466516
907	0.06354637874
908	0.06352384632
909	0.06349223392
910	0.0634345953
911	0.06339844
912	0.0633461704
913	0.06331788331
914	0.06329873871
915	0.06327539015
916	0.06321886041
917	0.06315982344
918	0.063120517
919	0.06309574273
920	0.06303298974
921	0.06298030376
922	0.06295110379
923	0.06291688952
924	0.06286192225
925	0.06280671686
926	0.06279409085
927	0.06276401376
928	0.06271625628
929	0.06271139734
930	0.06268476097
931	0.06262819508
932	0.06260082526
933	0.06257999757
934	0.06253999311
935	0.06248618901
936	0.06244045561
937	0.06239541178
938	0.0623434177
939	0.06228793251
940	0.06224304182
941	0.06220465346
942	0.0621748373
943	0.06214213114
944	0.06211153747
945	0.06205289676
946	0.06200715601
947	0.06199685383
948	0.06194689322
949	0.06190231733
950	0.0618799265
951	0.06179531112
952	0.06174077125
953	0.06170937143
954	0.06164447354
955	0.06160400301
956	0.06155124012
957	0.06148778579
958	0.06148323094
959	0.06142603916
960	0.06140996467
961	0.06134974577
962	0.06127742292
963	0.06122813399
964	0.06122412387
965	0.06120389263
966	0.06116098983
967	0.06115568285
968	0.0611347184
969	0.06109038274
970	0.06102162449
971	0.06097770132
972	0.06092156149
973	0.0609178774
974	0.06085926669
975	0.06080164286
976	0.06076955161
977	0.0607646056
978	0.06072681961
979	0.06066165566
980	0.06063592943
981	0.06059797262
982	0.06054343657
983	0.06049464975
984	0.06045162069
985	0.06044092979
986	0.06038978825
987	0.06036485654
988	0.06033343659
989	0.06030654735
990	0.06027927913
991	0.06022894083
992	0.06021661702
993	0.06016016215
994	0.06011859533
995	0.06008766999
996	0.06006392783
997	0.06001245466
998	0.05997199524
999	0.05994548347
